TSB Ergonomic Report
  Job Title: angkat beras
  Job Number: 01
  Location: kediri
  Analyst: sudiarta
  Date: 2/20/2021
  Comments: beras 50KG x10
  



Time (sec),,, Joint Angles (deg),,,,,,,,,,,,,,,,,,,,,,,Joint Torques (Nm),,,,,,,,,,,,,,,,,,,,,,,Mean Strengths (Nm),,,,,,,,,,,,,,,,,,,,,,,Strength Std Devs (Nm),,,,,,,,,,,,,,,,,,,,,,,Percent Capables (%),,,,,,,,,,,,,,,,,,,,,,,
Time,Task,Action,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,Wrist Flex Ext Left,Wrist Flex Ext Right,Wrist Rad Ulnar Dev Left,Wrist Rad Ulnar Dev Right,Forearm Sup Pro Left,Forearm Sup Pro Right,Elbow Right,Elbow Left,Shoulder Abd Right,Shoulder Abd Left,Shoulder For Back Right,Shoulder For Back Left,Humeral Rot Right,Humeral Rot Left,Trunk Flex Ext,Trunk Lateral,Trunk Rotation,Hip Flex Ext Right,Hip Flex Ext Left,Knee Flex Ext Right,Knee Flex Ext Left,Ankle Flex Ext Right,Ankle Flex Ext Left,
19.233, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,174.707,155.293,19.293,15.969,-58.872,48.582,-33.357,41.779,88.382,-1.618,0.001,160.835,177.631,169.502,137.149,65.000,81.317,0.020,0.023,-0.103,0.037,0.010,-0.001,0.588,-1.232,-4.052,-3.045,-0.286,-0.586,-0.028,-0.171,-5.824,-0.394,-0.050,-3.906,3.430,87.692,5.489,126.007,-0.270,7.595,8.166,10.230,9.100,13.580,12.060,33.031,64.612,92.386,76.122,105.568,103.502,29.162,34.103,222.529,165.595,85.992,196.135,217.354,118.811,164.456,176.244,151.735,2.430,2.613,3.274,2.912,4.617,4.342,6.648,15.876,22.735,18.733,28.803,28.239,6.605,7.724,70.113,35.810,23.005,78.742,59.307,41.580,57.555,58.282,50.177,99.908,99.908,99.901,99.907,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.900,100.000,100.000,99.267,100.000,77.294,99.712,80.570,99.873,
19.267, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,176.353,153.647,20.813,15.694,-61.842,46.921,-30.434,43.212,88.108,-1.892,-0.149,159.892,179.726,166.207,137.452,65.000,82.438,0.020,0.023,-0.106,0.046,0.010,-0.001,0.728,-1.264,-4.421,-2.991,-0.323,-0.602,-0.015,-0.183,-5.829,-0.585,-0.056,-1.943,5.150,93.414,5.721,117.586,-0.242,7.595,8.166,10.230,9.100,13.580,12.060,32.692,64.953,92.195,75.775,105.150,103.362,27.969,33.520,217.992,167.806,86.194,196.214,215.576,125.915,164.253,176.244,150.051,2.430,2.613,3.274,2.912,4.617,4.342,6.580,15.960,22.688,18.647,28.688,28.201,6.335,7.592,68.684,36.288,23.059,78.774,58.822,44.066,57.484,58.282,49.621,99.908,99.908,99.900,99.906,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.899,100.000,100.000,99.316,100.000,76.966,99.708,84.295,99.873,
19.300, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,177.999,152.001,22.443,14.779,-64.481,42.636,-27.836,47.170,87.833,-2.167,-0.300,158.236,177.387,158.725,139.322,65.000,83.370,0.020,0.023,-0.106,0.055,0.010,-0.001,0.866,-1.264,-4.803,-2.812,-0.368,-0.607,-0.003,-0.195,-5.659,-0.784,-0.062,0.606,7.289,103.389,5.861,94.104,-0.221,7.595,8.166,10.230,9.100,13.580,12.060,32.344,65.343,92.030,75.230,104.725,103.219,26.909,31.967,223.057,170.018,86.397,227.615,217.553,139.829,162.919,176.244,148.650,2.430,2.613,3.274,2.912,4.617,4.342,6.510,16.056,22.647,18.513,28.572,28.162,6.095,7.240,70.280,36.767,23.113,62.107,59.362,48.936,57.017,58.282,49.157,99.908,99.908,99.900,99.905,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.901,100.000,100.000,100.000,100.000,77.181,99.705,92.066,99.873,
19.333, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,179.645,150.355,24.198,13.862,-66.844,37.410,-25.506,52.069,87.559,-2.441,-0.450,157.958,173.470,153.676,143.253,77.130,84.169,0.021,0.023,-0.105,0.064,0.010,-0.002,1.003,-1.261,-5.191,-2.627,-0.424,-0.618,0.009,-0.206,-5.404,-0.985,-0.068,3.753,9.946,106.976,5.885,70.349,-0.212,7.595,8.166,10.230,9.100,13.580,12.060,31.985,65.725,91.882,74.593,104.286,103.026,3.137,30.061,231.541,172.228,86.604,227.681,220.499,147.564,159.635,158.024,147.450,2.430,2.613,3.274,2.912,4.617,4.342,6.438,16.150,22.611,18.356,28.453,28.109,0.803,6.809,72.953,37.245,23.169,62.125,60.166,51.643,55.867,52.257,48.760,99.908,99.908,99.900,99.904,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.903,100.000,100.000,100.000,100.000,78.410,99.703,95.332,99.873,
19.367, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,178.709,151.291,25.777,12.941,-68.502,32.364,-24.093,57.080,87.715,-2.285,-0.364,159.863,169.764,152.913,147.302,80.693,84.431,0.020,0.023,-0.100,0.066,0.010,-0.002,1.026,-1.184,-5.404,-2.442,-0.493,-0.590,0.002,-0.199,-4.590,-0.928,-0.056,-5.588,-1.212,10.235,-1.772,-12.756,-4.306,7.595,8.166,10.230,9.100,13.580,12.060,31.956,65.637,91.461,74.303,103.745,103.016,2.026,28.169,239.566,170.972,86.486,196.217,195.780,148.622,120.228,152.672,147.057,2.430,2.613,3.274,2.912,4.617,4.342,6.432,16.128,22.508,18.285,28.305,28.106,0.518,6.380,75.481,36.973,23.137,78.775,78.600,52.014,35.407,50.487,48.631,99.908,99.908,99.901,99.904,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.907,100.000,100.000,99.223,99.334,99.609,99.959,99.720,99.833,
19.400, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,177.063,152.937,26.182,12.104,-68.810,26.873,-23.965,62.619,87.990,-2.010,-0.214,162.406,170.828,153.469,143.391,78.903,80.649,0.020,0.023,-0.092,0.063,0.009,-0.002,0.976,-1.083,-5.383,-2.271,-0.521,-0.550,-0.010,-0.187,-3.863,-0.778,-0.043,6.477,11.672,88.159,6.092,27.691,-0.225,7.595,8.166,10.230,9.100,13.580,12.060,32.121,65.407,91.169,74.053,103.512,103.010,25.248,26.094,237.262,168.760,86.281,226.354,222.228,147.854,159.507,155.360,152.738,2.430,2.613,3.274,2.912,4.617,4.342,6.465,16.072,22.436,18.224,28.242,28.105,5.718,5.910,74.755,36.495,23.082,61.763,60.637,51.744,55.823,51.376,50.509,99.908,99.908,99.902,99.904,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.910,100.000,100.000,100.000,100.000,87.572,99.700,99.351,99.873,
19.433, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,175.417,154.583,25.545,11.404,-68.028,20.699,-24.807,68.855,88.264,-1.736,-0.064,165.314,174.840,154.697,135.287,77.469,74.764,0.019,0.024,-0.085,0.056,0.008,-0.001,0.882,-0.982,-5.179,-2.127,-0.515,-0.520,-0.022,-0.174,-3.242,-0.607,-0.032,4.411,9.268,71.963,6.417,3.635,-0.244,7.595,8.166,10.230,9.100,13.580,12.060,32.379,65.156,91.066,73.724,103.592,102.937,25.576,23.759,228.574,166.549,86.079,225.168,219.521,146.103,165.620,157.515,161.578,2.430,2.613,3.274,2.912,4.617,4.342,6.517,16.010,22.410,18.143,28.263,28.085,5.793,5.381,72.018,36.016,23.028,61.440,59.899,51.132,57.962,52.089,53.432,99.908,99.908,99.903,99.905,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.912,100.000,100.000,100.000,100.000,92.649,99.698,99.843,99.873,
19.467, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,173.771,156.229,23.924,10.832,-66.047,13.296,-26.772,76.297,88.538,-1.462,0.090,168.486,179.876,156.697,127.070,76.447,69.020,0.019,0.024,-0.076,0.048,0.008,-0.001,0.749,-0.870,-4.822,-2.003,-0.473,-0.469,-0.034,-0.162,-2.967,-0.420,-0.026,1.095,5.967,52.437,6.621,-21.484,-0.271,7.595,8.166,10.230,9.100,13.580,12.060,32.727,64.885,91.164,73.267,103.976,102.768,26.375,20.966,217.667,164.337,85.876,223.587,215.444,143.092,169.160,159.050,170.206,2.430,2.613,3.274,2.912,4.617,4.342,6.587,15.944,22.434,18.030,28.368,28.039,5.974,4.749,68.582,35.538,22.974,61.008,58.786,50.078,59.201,52.596,56.286,99.908,99.908,99.903,99.906,99.835,99.725,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.912,100.000,100.000,100.000,100.000,96.488,99.697,99.554,99.873,
19.500, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,172.125,157.875,21.556,10.473,-62.576,5.711,-30.123,83.943,88.812,-1.187,0.245,172.163,174.303,159.681,120.733,75.952,65.000,0.018,0.024,-0.068,0.036,0.007,-0.001,0.578,-0.762,-4.318,-1.926,-0.412,-0.433,-0.047,-0.150,-2.784,-0.218,-0.021,-2.693,2.269,29.810,6.636,-46.848,-0.301,7.595,8.166,10.230,9.100,13.580,12.060,33.142,64.587,91.471,72.773,104.625,102.543,27.755,18.101,229.736,162.126,85.674,195.808,219.910,138.218,170.245,159.793,176.244,2.430,2.613,3.274,2.912,4.617,4.342,6.670,15.870,22.510,17.909,28.545,27.977,6.286,4.100,72.384,35.060,22.920,78.611,60.005,48.372,59.581,52.842,58.282,99.908,99.908,99.904,99.907,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.914,100.000,100.000,99.298,100.000,98.748,99.698,98.371,99.873,
19.533, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,170.479,159.521,18.642,10.314,-56.860,-2.483,-35.612,-87.803,89.087,-0.913,0.388,176.487,168.951,163.951,117.173,76.228,65.000,0.018,0.024,-0.060,0.023,0.006,-0.000,0.369,-0.653,-3.691,-1.889,-0.344,-0.414,-0.059,-0.137,-2.634,-0.011,-0.017,-6.558,-1.481,3.778,6.452,-71.849,-0.318,7.595,8.166,10.230,9.100,13.580,12.060,33.606,64.264,92.049,89.856,105.537,102.239,30.023,47.983,225.007,159.914,85.485,195.989,195.783,130.430,170.282,159.379,176.244,2.430,2.613,3.274,2.912,4.617,4.342,6.764,15.791,22.652,22.113,28.794,27.894,6.800,10.868,70.894,34.582,22.869,78.684,78.601,45.647,59.594,52.705,58.282,99.909,99.908,99.905,99.908,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.914,100.000,100.000,99.196,99.327,99.723,99.701,95.163,99.873,
19.567, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,168.833,161.167,15.464,10.349,-47.404,-9.885,-44.801,-80.325,89.361,-0.639,0.538,179.855,164.165,166.702,116.721,76.925,65.000,0.017,0.024,-0.052,0.007,0.005,-0.000,0.133,-0.545,-3.012,-1.897,-0.274,-0.387,-0.072,-0.125,-2.772,0.193,-0.016,-10.499,-5.020,-17.491,6.018,-95.455,-0.355,7.595,8.166,10.230,9.100,13.580,12.060,34.094,63.915,93.039,89.348,106.732,101.936,33.797,45.183,217.713,151.795,85.292,196.247,195.918,137.835,170.259,158.331,176.244,2.430,2.613,3.274,2.912,4.617,4.342,6.862,15.705,22.896,21.987,29.120,27.812,7.655,10.234,68.596,34.149,22.818,78.787,78.655,40.592,59.586,52.359,58.282,99.909,99.908,99.906,99.910,99.835,99.726,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.913,100.000,100.000,99.079,99.238,99.848,99.707,88.514,99.872,
19.600, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,167.187,162.813,12.656,10.518,-31.942,-16.415,-59.943,-73.711,89.636,-0.364,0.689,178.447,160.449,166.314,119.320,77.326,65.000,0.017,0.018,-0.044,-0.020,0.005,0.003,-0.133,-0.441,-2.379,-1.937,-0.245,-0.367,-0.086,-0.113,-3.039,0.385,-0.017,-14.101,-8.091,-29.282,5.329,-117.435,-0.405,7.595,8.166,10.230,11.000,13.580,14.340,67.069,63.545,94.627,88.914,108.193,101.651,39.990,42.711,220.762,150.575,85.101,196.126,196.166,137.483,170.307,157.729,176.244,2.430,2.613,3.274,3.520,4.617,4.876,16.480,15.614,23.286,21.881,29.519,27.734,9.057,9.674,69.557,33.874,22.767,78.739,78.755,40.488,59.602,52.160,58.282,99.909,99.909,99.907,99.909,99.835,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.912,100.000,100.000,98.960,99.152,99.623,99.717,78.015,99.872,
19.633, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,165.541,164.459,11.137,10.777,-9.287,-22.062,-82.256,-67.967,89.822,-0.090,0.839,177.976,158.075,163.676,124.626,77.608,65.000,0.017,0.019,-0.036,-0.041,0.004,0.005,-0.397,-0.341,-2.027,-2.003,-0.295,-0.348,-0.100,-0.100,-3.444,0.570,-0.018,-17.204,-10.524,-34.059,4.408,-137.881,-0.457,7.595,8.166,10.230,11.000,13.580,14.340,67.619,63.160,96.862,88.558,109.771,101.394,49.089,40.568,221.782,149.992,84.951,196.090,196.390,135.089,169.739,157.306,176.244,2.430,2.613,3.274,3.520,4.617,4.876,16.615,15.520,23.837,21.793,29.949,27.664,11.118,9.188,69.878,33.743,22.726,78.724,78.845,39.783,59.404,52.020,58.282,99.909,99.909,99.907,99.907,99.836,99.836,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.911,100.000,100.000,98.846,99.079,99.444,99.730,64.566,99.872,
19.667, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,163.895,166.105,11.612,11.101,14.911,-27.144,73.893,-62.776,90.184,0.192,0.990,179.075,156.710,157.691,131.027,76.874,65.000,0.016,0.019,-0.029,-0.060,0.003,0.006,-0.653,-0.243,-2.117,-2.086,-0.432,-0.343,-0.113,-0.088,-3.716,0.791,-0.022,-19.673,-12.474,-29.336,3.387,-157.387,-0.501,7.595,8.166,10.230,11.000,13.580,14.340,67.969,62.760,80.111,88.252,110.965,101.154,23.353,38.636,219.400,148.162,84.728,196.178,196.542,129.656,167.770,158.408,176.244,2.430,2.613,3.274,3.520,4.617,4.876,16.701,15.421,19.714,21.718,30.275,27.598,5.289,8.751,69.128,33.332,22.667,78.760,78.906,38.183,58.715,52.384,58.282,99.909,99.908,99.908,99.905,99.836,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.909,100.000,100.000,98.748,99.016,99.569,99.744,50.791,99.871,
19.700, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,162.248,167.751,13.567,11.514,32.963,-31.590,56.160,-58.218,90.459,0.459,1.140,179.837,156.311,151.722,138.256,76.606,65.000,0.016,0.020,-0.021,-0.077,0.003,0.008,-0.885,-0.146,-2.554,-2.180,-0.582,-0.336,-0.127,-0.076,-3.955,0.865,-0.019,-21.576,-13.889,-24.196,2.321,-175.675,-0.536,7.595,8.166,10.230,11.000,13.580,14.340,68.168,62.345,81.572,88.001,111.444,100.929,30.594,36.943,217.751,146.915,84.542,196.245,196.590,124.240,163.697,158.811,176.244,2.430,2.613,3.274,3.520,4.617,4.876,16.750,15.319,20.074,21.656,30.406,27.537,6.929,8.367,68.608,33.051,22.617,78.786,78.925,36.588,57.289,52.517,58.282,99.909,99.908,99.909,99.904,99.836,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.908,100.000,100.000,98.668,98.968,99.687,99.757,37.397,99.871,
19.733, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,160.602,169.398,16.023,11.967,43.957,-35.682,45.425,-54.007,90.733,0.733,1.290,179.344,157.001,146.924,146.284,77.161,65.000,0.016,0.021,-0.014,-0.092,0.002,0.009,-1.085,-0.050,-3.086,-2.288,-0.718,-0.338,-0.141,-0.064,-4.056,1.014,-0.022,-1.782,-4.313,-0.184,19.578,-4.893,-11.521,7.595,8.166,10.230,11.000,13.580,14.340,68.311,61.918,82.253,87.780,111.389,100.715,34.992,35.381,218.819,145.698,84.361,196.201,196.508,119.885,156.641,157.977,176.244,2.430,2.613,3.274,3.520,4.617,4.876,16.785,15.214,20.241,21.602,30.391,27.478,7.925,8.013,68.945,32.777,22.569,78.769,78.892,35.306,54.820,52.242,58.282,99.909,99.908,99.909,99.902,99.836,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.908,100.000,100.000,99.320,99.257,99.965,99.379,99.830,99.764,
19.767, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,158.956,171.044,18.225,12.486,50.201,-39.451,39.376,-50.123,91.007,1.007,1.441,179.406,158.648,143.167,154.641,78.216,65.000,0.016,0.022,-0.007,-0.104,0.001,0.010,-1.245,0.046,-3.562,-2.409,-0.832,-0.343,-0.154,-0.052,-3.985,1.143,-0.023,2.604,-2.677,4.746,110.139,-0.347,87.881,7.595,8.166,10.230,11.000,13.580,14.340,68.470,31.706,82.461,87.587,111.114,100.504,37.480,33.942,218.684,144.477,84.182,215.856,196.332,159.714,146.185,156.393,176.244,2.430,2.613,3.274,3.520,4.617,4.876,16.824,6.382,20.293,21.554,30.316,27.421,8.489,7.688,68.902,32.503,22.521,58.899,78.821,55.895,51.160,51.718,58.282,99.909,99.908,99.910,99.901,99.836,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.908,100.000,100.000,100.000,99.298,99.721,75.951,99.872,93.528,
19.800, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,157.310,172.690,19.758,13.074,53.360,-42.962,36.299,-46.491,91.282,1.282,1.591,179.966,161.018,140.446,162.638,79.524,65.000,0.021,0.022,0.008,-0.113,-0.000,0.011,-1.366,0.151,-3.904,-2.552,-0.927,-0.354,-0.168,-0.040,-3.706,1.269,-0.024,3.266,-1.439,5.133,100.256,-0.309,110.467,7.595,8.166,8.463,11.000,11.421,14.340,68.683,31.470,82.412,87.413,110.817,100.292,38.742,32.598,217.471,143.257,84.004,215.364,196.120,162.047,132.928,154.427,176.244,2.430,2.613,2.708,3.520,4.111,4.876,16.877,6.334,20.281,21.511,30.235,27.363,8.775,7.383,68.520,32.228,22.473,58.764,78.736,56.712,46.521,51.068,58.282,99.908,99.908,99.910,99.900,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.909,100.000,100.000,100.000,99.328,99.716,75.881,99.872,87.051,
19.833, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,155.664,174.336,20.371,13.739,54.185,-46.266,35.437,-43.071,91.556,1.556,1.742,178.740,163.219,138.820,168.178,80.880,65.000,0.021,0.023,0.014,-0.119,-0.000,0.011,-1.444,0.248,-4.071,-2.700,-1.006,-0.370,-0.181,-0.029,-3.212,1.412,-0.026,4.244,0.330,5.450,91.641,-0.275,121.588,7.595,8.166,8.463,11.000,11.421,14.340,68.976,31.227,82.206,87.253,110.601,100.073,39.083,31.334,220.127,142.037,83.829,216.429,226.048,163.291,121.740,152.391,176.244,2.430,2.613,2.708,3.520,4.111,4.876,16.949,6.285,20.230,21.472,30.176,27.303,8.852,7.097,69.357,31.954,22.426,59.055,61.680,57.147,42.605,50.394,58.282,99.908,99.908,99.909,99.900,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.911,100.000,100.000,100.000,100.000,99.712,76.010,99.873,82.587,
19.867, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,154.018,175.982,19.893,14.484,52.681,-49.397,36.766,-39.827,91.830,1.830,1.892,176.864,163.223,138.410,166.740,82.121,65.000,0.021,0.023,0.021,-0.122,-0.001,0.012,-1.480,0.347,-4.027,-2.864,-1.076,-0.393,-0.193,-0.017,-2.467,1.601,-0.031,5.569,2.696,5.694,95.052,-0.244,118.240,7.595,8.166,8.463,11.000,11.421,14.340,69.364,30.977,81.861,87.105,110.508,99.847,38.509,30.135,224.190,140.818,83.657,217.973,226.046,163.587,124.808,150.527,176.244,2.430,2.613,2.708,3.520,4.111,4.876,17.044,6.235,20.145,21.436,30.150,27.242,8.722,6.825,70.637,31.679,22.380,59.476,61.679,57.251,43.679,49.778,58.282,99.908,99.908,99.908,99.900,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.915,100.000,100.000,100.000,100.000,99.708,75.220,99.873,84.024,
19.900, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,152.372,177.628,18.296,15.325,48.247,-52.317,40.871,-36.796,92.105,2.105,2.043,174.256,162.021,139.419,160.191,83.137,65.000,0.021,0.024,0.028,-0.121,-0.001,0.012,-1.471,0.448,-3.755,-3.042,-1.144,-0.419,-0.205,-0.006,-1.453,1.778,-0.037,7.285,5.713,5.855,105.380,-0.222,100.153,7.595,8.166,8.463,11.000,11.421,14.340,69.851,30.720,81.317,86.970,110.509,99.611,36.779,29.016,229.839,139.599,83.486,219.945,226.492,162.846,137.340,149.001,176.244,2.430,2.613,2.708,3.520,4.111,4.876,17.164,6.183,20.011,21.402,30.150,27.177,8.330,6.572,72.417,31.405,22.335,60.014,61.801,56.991,48.065,49.273,58.282,99.908,99.908,99.908,99.900,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.919,100.000,100.000,100.000,100.000,99.706,74.701,99.873,90.418,
19.933, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,150.726,179.274,16.559,16.260,42.110,-55.054,46.658,-33.952,92.379,2.379,2.193,170.764,161.848,142.212,155.130,83.909,74.826,0.021,0.024,0.034,-0.119,-0.001,0.012,-1.451,0.550,-3.421,-3.237,-1.226,-0.449,-0.217,0.005,-0.357,1.958,-0.044,9.466,9.273,5.916,110.884,-0.210,79.802,7.595,8.166,8.463,11.000,11.421,14.340,70.342,30.454,80.607,86.846,110.442,99.364,34.365,9.985,237.401,138.379,83.318,222.267,226.553,160.569,145.468,147.841,161.484,2.430,2.613,2.708,3.520,4.111,4.876,17.284,6.130,19.837,21.372,30.132,27.110,7.783,2.555,74.799,31.131,22.290,60.648,61.817,56.194,50.910,48.890,53.402,99.908,99.908,99.907,99.900,99.725,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.923,100.000,100.000,100.000,100.000,99.703,75.159,99.873,93.696,
19.967, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,150.920,179.080,15.019,17.177,35.495,-57.119,53.028,-31.971,92.347,2.347,2.176,166.848,163.093,146.772,153.447,84.525,81.424,0.021,0.023,0.037,-0.114,-0.001,0.011,-1.371,0.585,-3.055,-3.398,-1.223,-0.480,-0.215,0.004,0.214,1.967,-0.044,11.934,12.256,5.857,107.263,-0.210,59.903,7.595,8.166,8.463,11.000,11.421,14.340,70.452,30.399,80.094,86.554,110.433,99.035,31.737,8.902,139.568,138.522,83.338,224.441,226.096,156.121,147.885,146.915,151.573,2.430,2.613,2.708,3.520,4.111,4.876,17.311,6.118,19.710,21.300,30.130,27.020,7.188,2.278,41.030,31.163,22.295,61.241,61.693,54.638,51.755,48.584,50.124,99.908,99.908,99.907,99.900,99.725,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.966,100.000,100.000,100.000,100.000,99.702,78.379,99.873,96.629,
20.000, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,152.566,177.434,13.684,17.413,28.221,-57.438,60.163,-31.898,92.072,2.072,2.025,167.296,165.161,144.544,153.865,81.607,79.564,0.021,0.022,0.034,-0.104,-0.001,0.010,-1.238,0.539,-2.691,-3.414,-1.135,-0.488,-0.202,-0.007,0.238,1.833,-0.037,11.960,11.997,6.040,95.073,-0.219,37.442,7.595,8.166,8.463,11.000,11.421,14.340,70.253,30.566,79.698,86.300,110.440,98.855,28.821,27.130,138.662,139.742,83.506,224.216,225.237,158.410,147.298,151.299,154.367,2.430,2.613,2.708,3.520,4.111,4.876,17.263,6.152,19.613,21.237,30.132,26.971,6.528,6.145,40.764,31.437,22.340,61.180,61.458,55.439,51.550,50.033,51.048,99.908,99.908,99.907,99.901,99.725,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.966,100.000,100.000,100.000,100.000,99.700,84.454,99.873,98.900,
20.033, ,,0.000,0.000,-0.000,-0.000,-0.000,-0.000,154.212,175.788,12.605,16.972,19.458,-56.304,68.809,-33.193,91.798,1.798,1.875,171.261,167.547,136.986,154.956,75.978,78.059,0.021,0.022,0.029,-0.093,-0.001,0.009,-1.098,0.461,-2.369,-3.310,-1.033,-0.475,-0.188,-0.018,0.127,1.691,-0.030,9.880,9.510,6.367,78.826,-0.236,12.899,7.595,8.166,8.463,11.000,11.421,14.340,70.022,30.790,79.122,86.234,110.299,98.905,25.299,27.586,130.343,140.962,83.677,221.959,224.086,164.563,145.725,159.755,156.628,2.430,2.613,2.708,3.520,4.111,4.876,17.206,6.197,19.471,21.221,30.093,26.985,5.730,6.248,38.318,31.712,22.386,60.564,61.144,57.592,50.999,52.830,51.796,99.908,99.908,99.907,99.902,99.726,99.835,100.000,100.000,100.000,100.000,100.000,100.000,100.000,100.000,99.966,100.000,100.000,100.000,100.000,99.698,90.523,99.873,99.723,
